user_id,first_name,last_name,email,phone,city,province,user_type,signup_date,is_active
2188,Mia,Martin,user2188@example.com,555-02188,Toronto,ON,driver,2025-10-26,True
2189,Noah,Martin,user2189@example.com,555-02189,Toronto,ON,driver,2025-07-05,True
2190,Lucas,Clark,user2190@example.com,555-02190,Toronto,ON,driver,2024-11-20,True
2191,Noah,Lee,user2191@example.com,555-02191,Calgary,AB,driver,2024-09-05,True
2192,Noah,Clark,user2192@example.com,555-02192,Calgary,AB,driver,2024-11-18,True
2193,Noah,Clark,user2193@example.com,555-02193,Toronto,ON,driver,2025-02-23,True
2194,Liam,Lee,user2194@example.com,555-02194,Calgary,AB,driver,2025-10-31,True
2195,Lucas,Martin,user2195@example.com,555-02195,Vancouver,BC,driver,2024-08-23,True
2196,Noah,Martin,user2196@example.com,555-02196,Vancouver,BC,driver,2025-11-21,True
2197,Emma,Garcia,user2197@example.com,555-02197,Vancouver,BC,driver,2024-12-15,True
2198,Zoe,Martin,user2198@example.com,555-02198,Toronto,ON,driver,2025-06-01,True
2199,Noah,Brown,user2199@example.com,555-02199,Montreal,QC,driver,2025-04-09,False
2200,Zoe,Garcia,user2200@example.com,555-02200,Toronto,ON,driver,2025-07-21,True
2201,Liam,Brown,user2201@example.com,555-02201,Montreal,QC,driver,2024-02-04,True
2202,Mia,Patel,user2202@example.com,555-02202,Toronto,ON,driver,2024-05-15,True
2203,Zoe,Lee,user2203@example.com,555-02203,Montreal,QC,driver,2024-05-10,True
2204,Emma,Patel,user2204@example.com,555-02204,Vancouver,BC,driver,2024-12-10,True
2205,Liam,Smith,user2205@example.com,555-02205,Calgary,AB,driver,2024-03-16,True
2206,Lucas,Martin,user2206@example.com,555-02206,Calgary,AB,driver,2025-10-07,True
2207,Emma,Clark,user2207@example.com,555-02207,Montreal,QC,driver,2025-12-17,True
2208,Liam,Brown,user2208@example.com,555-02208,Vancouver,BC,driver,2024-01-08,True
2209,Lucas,Martin,user2209@example.com,555-02209,Calgary,AB,driver,2024-11-24,True
2210,Liam,Wilson,user2210@example.com,555-02210,Calgary,AB,driver,2024-10-31,True
2211,Zoe,Garcia,user2211@example.com,555-02211,Toronto,ON,driver,2024-11-26,True
2212,Mia,Smith,user2212@example.com,555-02212,Vancouver,BC,driver,2024-08-03,True
2213,Ethan,Patel,user2213@example.com,555-02213,Calgary,AB,driver,2024-12-21,True
2214,Emma,Garcia,user2214@example.com,555-02214,Toronto,ON,driver,2025-05-13,True
2215,Emma,Garcia,user2215@example.com,555-02215,Vancouver,BC,driver,2025-09-12,True
2216,Emma,Brown,user2216@example.com,555-02216,Vancouver,BC,driver,2024-04-08,True
2217,Ava,Smith,user2217@example.com,555-02217,Vancouver,BC,driver,2025-07-06,True
2218,Ava,Clark,user2218@example.com,555-02218,Vancouver,BC,driver,2024-01-27,True
2219,Zoe,Clark,user2219@example.com,555-02219,Calgary,AB,driver,2025-06-17,True
2220,Emma,Patel,user2220@example.com,555-02220,Montreal,QC,driver,2025-12-24,True
2221,Lucas,Martin,user2221@example.com,555-02221,Toronto,ON,driver,2025-05-20,True
2222,Emma,Patel,user2222@example.com,555-02222,Vancouver,BC,driver,2024-12-28,True
2223,Liam,Lee,user2223@example.com,555-02223,Vancouver,BC,driver,2024-06-09,True
2224,Lucas,Patel,user2224@example.com,555-02224,Calgary,AB,driver,2025-12-24,True
2225,Zoe,Patel,user2225@example.com,555-02225,Toronto,ON,driver,2025-12-23,True
2226,Noah,Smith,user2226@example.com,555-02226,Calgary,AB,driver,2025-10-11,True
2227,Mia,Martin,user2227@example.com,555-02227,Vancouver,BC,driver,2024-08-13,True
2228,Lucas,Brown,user2228@example.com,555-02228,Calgary,AB,driver,2025-05-11,True
2229,Emma,Brown,user2229@example.com,555-02229,Montreal,QC,driver,2024-07-22,True
2230,Noah,Smith,user2230@example.com,555-02230,Toronto,ON,driver,2025-03-20,True
2231,Mia,Smith,user2231@example.com,555-02231,Vancouver,BC,driver,2025-03-04,True
2232,Noah,Lee,user2232@example.com,555-02232,Montreal,QC,driver,2025-05-10,True
2233,Emma,Wilson,user2233@example.com,555-02233,Vancouver,BC,driver,2024-10-26,True
2234,Zoe,Lee,user2234@example.com,555-02234,Montreal,QC,driver,2025-07-10,True
2235,Noah,Patel,user2235@example.com,555-02235,Toronto,ON,driver,2024-10-21,True
2236,Ethan,Wilson,user2236@example.com,555-02236,Montreal,QC,driver,2025-11-09,True
2237,Lucas,Lee,user2237@example.com,555-02237,Vancouver,BC,driver,2025-11-07,True
2238,Mia,Clark,user2238@example.com,555-02238,Montreal,QC,driver,2025-05-15,True
2239,Ava,Garcia,user2239@example.com,555-02239,Vancouver,BC,driver,2024-10-01,True
2240,Ava,Lee,user2240@example.com,555-02240,Montreal,QC,driver,2024-09-24,True
2241,Zoe,Clark,user2241@example.com,555-02241,Montreal,QC,driver,2025-03-11,True
2242,Emma,Clark,user2242@example.com,555-02242,Toronto,ON,driver,2024-08-12,True
2243,Emma,Clark,user2243@example.com,555-02243,Toronto,ON,driver,2025-02-23,True
2244,Noah,Patel,user2244@example.com,555-02244,Vancouver,BC,driver,2025-09-20,True
2245,Ava,Smith,user2245@example.com,555-02245,Vancouver,BC,driver,2025-01-23,True
2246,Ethan,Patel,user2246@example.com,555-02246,Calgary,AB,driver,2025-11-01,False
2247,Ethan,Wilson,user2247@example.com,555-02247,Vancouver,BC,driver,2024-06-09,True
2248,Noah,Garcia,user2248@example.com,555-02248,Montreal,QC,driver,2024-06-14,True
2249,Zoe,Wilson,user2249@example.com,555-02249,Calgary,AB,driver,2025-07-20,True
2250,Ava,Smith,user2250@example.com,555-02250,Toronto,ON,driver,2025-06-23,True
2251,Lucas,Smith,user2251@example.com,555-02251,Montreal,QC,driver,2024-06-09,True
2252,Noah,Wilson,user2252@example.com,555-02252,Toronto,ON,driver,2024-02-04,True
2253,Zoe,Martin,user2253@example.com,555-02253,Toronto,ON,driver,2024-05-14,True
2254,Liam,Patel,user2254@example.com,555-02254,Calgary,AB,driver,2024-03-16,True
2255,Ava,Smith,user2255@example.com,555-02255,Montreal,QC,driver,2025-07-08,True
2256,Liam,Martin,user2256@example.com,555-02256,Vancouver,BC,driver,2024-07-17,True
2257,Ethan,Martin,user2257@example.com,555-02257,Calgary,AB,driver,2025-06-08,True
2258,Emma,Clark,user2258@example.com,555-02258,Calgary,AB,driver,2024-07-26,True
2259,Zoe,Garcia,user2259@example.com,555-02259,Montreal,QC,driver,2025-03-15,True
2260,Emma,Clark,user2260@example.com,555-02260,Montreal,QC,driver,2024-10-18,True
2261,Zoe,Smith,user2261@example.com,555-02261,Vancouver,BC,driver,2025-05-23,True
2262,Liam,Clark,user2262@example.com,555-02262,Calgary,AB,driver,2024-08-17,True
2263,Zoe,Wilson,user2263@example.com,555-02263,Toronto,ON,driver,2025-04-02,True
2264,Emma,Lee,user2264@example.com,555-02264,Toronto,ON,driver,2024-05-27,True
2265,Liam,Brown,user2265@example.com,555-02265,Toronto,ON,driver,2024-07-31,True
2266,Noah,Patel,user2266@example.com,555-02266,Montreal,QC,driver,2024-05-24,True
2267,Noah,Smith,user2267@example.com,555-02267,Montreal,QC,driver,2025-05-20,True
2268,Ethan,Brown,user2268@example.com,555-02268,Calgary,AB,driver,2024-02-07,True
2269,Ava,Garcia,user2269@example.com,555-02269,Montreal,QC,driver,2025-12-07,True
2270,Lucas,Lee,user2270@example.com,555-02270,Montreal,QC,driver,2025-10-29,True
2271,Lucas,Patel,user2271@example.com,555-02271,Montreal,QC,driver,2024-04-17,True
2272,Zoe,Brown,user2272@example.com,555-02272,Toronto,ON,driver,2024-01-14,True
2273,Mia,Wilson,user2273@example.com,555-02273,Toronto,ON,driver,2025-03-24,True
2274,Ava,Martin,user2274@example.com,555-02274,Toronto,ON,driver,2025-05-22,True
2275,Mia,Martin,user2275@example.com,555-02275,Montreal,QC,driver,2025-02-12,False
2276,Zoe,Garcia,user2276@example.com,555-02276,Toronto,ON,driver,2025-11-23,True
2277,Ethan,Brown,user2277@example.com,555-02277,Calgary,AB,driver,2024-05-24,True
2278,Ethan,Garcia,user2278@example.com,555-02278,Vancouver,BC,driver,2025-04-28,True
2279,Mia,Brown,user2279@example.com,555-02279,Calgary,AB,driver,2025-06-20,True
2280,Ava,Lee,user2280@example.com,555-02280,Montreal,QC,driver,2025-03-02,True
2281,Liam,Smith,user2281@example.com,555-02281,Montreal,QC,driver,2024-11-15,True
2282,Liam,Clark,user2282@example.com,555-02282,Vancouver,BC,driver,2024-12-04,True
2283,Mia,Patel,user2283@example.com,555-02283,Montreal,QC,driver,2024-12-24,True
2284,Ethan,Smith,user2284@example.com,555-02284,Vancouver,BC,driver,2024-07-16,True
2285,Emma,Lee,user2285@example.com,555-02285,Montreal,QC,driver,2025-10-01,True
2286,Noah,Patel,user2286@example.com,555-02286,Calgary,AB,driver,2025-08-29,True
2287,Emma,Brown,user2287@example.com,555-02287,Vancouver,BC,driver,2024-09-26,True
2288,Zoe,Lee,user2288@example.com,555-02288,Vancouver,BC,driver,2025-08-12,True
2289,Lucas,Wilson,user2289@example.com,555-02289,Calgary,AB,driver,2024-06-21,False
2290,Noah,Patel,user2290@example.com,555-02290,Vancouver,BC,driver,2025-09-21,True
2291,Lucas,Smith,user2291@example.com,555-02291,Vancouver,BC,driver,2024-11-27,True
2292,Mia,Clark,user2292@example.com,555-02292,Toronto,ON,driver,2025-03-11,True
2293,Emma,Patel,user2293@example.com,555-02293,Calgary,AB,driver,2024-09-03,True
2294,Zoe,Clark,user2294@example.com,555-02294,Montreal,QC,driver,2024-12-29,True
2295,Liam,Wilson,user2295@example.com,555-02295,Calgary,AB,driver,2024-06-19,True
2296,Mia,Martin,user2296@example.com,555-02296,Calgary,AB,driver,2025-07-27,True
2297,Liam,Martin,user2297@example.com,555-02297,Calgary,AB,driver,2025-10-29,True
2298,Ethan,Clark,user2298@example.com,555-02298,Toronto,ON,driver,2025-11-17,True
2299,Noah,Wilson,user2299@example.com,555-02299,Montreal,QC,driver,2025-01-26,True
2300,Noah,Clark,user2300@example.com,555-02300,Toronto,ON,driver,2025-01-04,True
2301,Emma,Lee,user2301@example.com,555-02301,Toronto,ON,driver,2024-04-06,True
2302,Ava,Garcia,user2302@example.com,555-02302,Calgary,AB,driver,2024-02-04,True
2303,Zoe,Smith,user2303@example.com,555-02303,Montreal,QC,driver,2025-12-13,True
2304,Ava,Smith,user2304@example.com,555-02304,Calgary,AB,driver,2025-04-27,True
2305,Lucas,Brown,user2305@example.com,555-02305,Montreal,QC,driver,2025-04-29,True
2306,Ava,Lee,user2306@example.com,555-02306,Toronto,ON,driver,2024-01-30,True
2307,Mia,Brown,user2307@example.com,555-02307,Vancouver,BC,driver,2024-03-25,True
2308,Ava,Clark,user2308@example.com,555-02308,Toronto,ON,driver,2025-10-14,True
2309,Liam,Garcia,user2309@example.com,555-02309,Calgary,AB,driver,2024-07-17,True
2310,Ethan,Lee,user2310@example.com,555-02310,Toronto,ON,driver,2025-12-27,True
2311,Ava,Martin,user2311@example.com,555-02311,Calgary,AB,driver,2025-03-02,True
2312,Liam,Wilson,user2312@example.com,555-02312,Toronto,ON,driver,2025-05-28,True
2313,Liam,Brown,user2313@example.com,555-02313,Calgary,AB,driver,2025-03-30,False
2314,Zoe,Brown,user2314@example.com,555-02314,Vancouver,BC,driver,2025-10-12,True
2315,Emma,Garcia,user2315@example.com,555-02315,Toronto,ON,driver,2025-07-28,True
2316,Lucas,Patel,user2316@example.com,555-02316,Calgary,AB,driver,2025-08-02,True
2317,Liam,Patel,user2317@example.com,555-02317,Toronto,ON,driver,2024-07-05,True
2318,Ethan,Smith,user2318@example.com,555-02318,Vancouver,BC,driver,2024-06-22,True
2319,Ethan,Clark,user2319@example.com,555-02319,Vancouver,BC,driver,2024-03-24,True
2320,Emma,Wilson,user2320@example.com,555-02320,Vancouver,BC,driver,2024-05-15,True
2321,Emma,Brown,user2321@example.com,555-02321,Montreal,QC,driver,2024-10-12,True
2322,Zoe,Wilson,user2322@example.com,555-02322,Calgary,AB,driver,2024-07-11,True
2323,Mia,Garcia,user2323@example.com,555-02323,Vancouver,BC,driver,2024-09-22,True
2324,Liam,Clark,user2324@example.com,555-02324,Calgary,AB,driver,2024-12-29,True
2325,Lucas,Brown,user2325@example.com,555-02325,Calgary,AB,driver,2024-02-07,True
2326,Mia,Wilson,user2326@example.com,555-02326,Montreal,QC,driver,2025-12-20,True
2327,Noah,Lee,user2327@example.com,555-02327,Calgary,AB,driver,2025-12-17,True
2328,Liam,Wilson,user2328@example.com,555-02328,Calgary,AB,driver,2024-09-21,True
2329,Ava,Patel,user2329@example.com,555-02329,Calgary,AB,driver,2025-06-13,True
2330,Lucas,Brown,user2330@example.com,555-02330,Vancouver,BC,driver,2025-04-23,True
2331,Zoe,Smith,user2331@example.com,555-02331,Calgary,AB,driver,2024-11-26,True
2332,Ava,Brown,user2332@example.com,555-02332,Calgary,AB,driver,2025-03-07,True
2333,Liam,Brown,user2333@example.com,555-02333,Calgary,AB,driver,2025-01-01,True
2334,Mia,Smith,user2334@example.com,555-02334,Montreal,QC,driver,2025-03-25,True
2335,Zoe,Martin,user2335@example.com,555-02335,Montreal,QC,driver,2025-04-29,True
2336,Ethan,Lee,user2336@example.com,555-02336,Calgary,AB,driver,2025-05-09,True
2337,Ava,Wilson,user2337@example.com,555-02337,Calgary,AB,driver,2025-06-03,True
2338,Emma,Martin,user2338@example.com,555-02338,Montreal,QC,driver,2025-08-30,False
2339,Emma,Wilson,user2339@example.com,555-02339,Vancouver,BC,driver,2025-08-04,True
2340,Ethan,Smith,user2340@example.com,555-02340,Vancouver,BC,driver,2024-04-02,True
2341,Ethan,Clark,user2341@example.com,555-02341,Vancouver,BC,driver,2025-02-09,True
2342,Mia,Wilson,user2342@example.com,555-02342,Toronto,ON,driver,2024-06-25,True
2343,Mia,Wilson,user2343@example.com,555-02343,Toronto,ON,driver,2024-07-27,True
2344,Mia,Lee,user2344@example.com,555-02344,Vancouver,BC,driver,2024-01-06,True
2345,Liam,Clark,user2345@example.com,555-02345,Calgary,AB,driver,2025-07-17,True
2346,Lucas,Martin,user2346@example.com,555-02346,Vancouver,BC,driver,2025-04-19,True
2347,Zoe,Brown,user2347@example.com,555-02347,Toronto,ON,driver,2024-11-21,True
2348,Zoe,Lee,user2348@example.com,555-02348,Vancouver,BC,driver,2024-10-16,True
2349,Zoe,Patel,user2349@example.com,555-02349,Montreal,QC,driver,2024-12-21,True
2350,Noah,Brown,user2350@example.com,555-02350,Toronto,ON,driver,2024-08-28,True
2351,Ava,Martin,user2351@example.com,555-02351,Calgary,AB,driver,2024-03-20,True
2352,Lucas,Wilson,user2352@example.com,555-02352,Vancouver,BC,driver,2024-02-15,True
2353,Liam,Lee,user2353@example.com,555-02353,Montreal,QC,driver,2025-01-28,True
2354,Mia,Garcia,user2354@example.com,555-02354,Montreal,QC,driver,2024-11-14,True
2355,Ava,Garcia,user2355@example.com,555-02355,Montreal,QC,driver,2025-03-07,True
2356,Liam,Clark,user2356@example.com,555-02356,Montreal,QC,driver,2024-03-25,True
2357,Zoe,Smith,user2357@example.com,555-02357,Toronto,ON,driver,2024-06-13,True
2358,Lucas,Smith,user2358@example.com,555-02358,Montreal,QC,driver,2025-05-12,True
2359,Zoe,Smith,user2359@example.com,555-02359,Montreal,QC,driver,2024-11-06,True
2360,Lucas,Lee,user2360@example.com,555-02360,Toronto,ON,driver,2025-04-29,True
2361,Liam,Brown,user2361@example.com,555-02361,Calgary,AB,driver,2025-03-10,True
2362,Liam,Brown,user2362@example.com,555-02362,Montreal,QC,driver,2024-01-08,True
2363,Noah,Clark,user2363@example.com,555-02363,Calgary,AB,driver,2025-03-21,False
2364,Ava,Patel,user2364@example.com,555-02364,Calgary,AB,driver,2025-05-16,True
2365,Ethan,Garcia,user2365@example.com,555-02365,Toronto,ON,driver,2025-03-11,True
2366,Ava,Garcia,user2366@example.com,555-02366,Calgary,AB,driver,2024-07-02,True
2367,Ava,Clark,user2367@example.com,555-02367,Montreal,QC,driver,2024-11-28,True
2368,Liam,Lee,user2368@example.com,555-02368,Toronto,ON,driver,2024-02-07,True
2369,Noah,Brown,user2369@example.com,555-02369,Montreal,QC,driver,2024-03-27,True
2370,Mia,Clark,user2370@example.com,555-02370,Vancouver,BC,driver,2025-03-17,True
2371,Lucas,Wilson,user2371@example.com,555-02371,Calgary,AB,driver,2025-06-20,True
2372,Liam,Lee,user2372@example.com,555-02372,Toronto,ON,driver,2025-01-16,False
2373,Zoe,Patel,user2373@example.com,555-02373,Toronto,ON,driver,2024-12-11,True
2374,Zoe,Martin,user2374@example.com,555-02374,Calgary,AB,driver,2024-01-23,True
2375,Liam,Martin,user2375@example.com,555-02375,Calgary,AB,driver,2024-04-29,True
2376,Emma,Wilson,user2376@example.com,555-02376,Calgary,AB,driver,2025-12-11,True
2377,Lucas,Wilson,user2377@example.com,555-02377,Calgary,AB,driver,2025-03-23,True
2378,Emma,Smith,user2378@example.com,555-02378,Vancouver,BC,driver,2025-09-11,True
2379,Emma,Garcia,user2379@example.com,555-02379,Vancouver,BC,driver,2024-01-06,True
2380,Zoe,Brown,user2380@example.com,555-02380,Toronto,ON,driver,2024-10-08,True
2381,Liam,Wilson,user2381@example.com,555-02381,Calgary,AB,driver,2024-08-18,False
2382,Noah,Patel,user2382@example.com,555-02382,Calgary,AB,driver,2025-09-18,True
2383,Zoe,Lee,user2383@example.com,555-02383,Montreal,QC,driver,2025-07-08,True
2384,Ethan,Lee,user2384@example.com,555-02384,Toronto,ON,driver,2024-11-23,True
2385,Mia,Clark,user2385@example.com,555-02385,Montreal,QC,driver,2025-05-25,True
2386,Zoe,Garcia,user2386@example.com,555-02386,Vancouver,BC,driver,2025-02-16,False
2387,Lucas,Lee,user2387@example.com,555-02387,Toronto,ON,driver,2024-03-26,True
2388,Emma,Garcia,user2388@example.com,555-02388,Calgary,AB,driver,2024-11-18,True
2389,Ava,Brown,user2389@example.com,555-02389,Montreal,QC,driver,2025-10-01,True
2390,Zoe,Martin,user2390@example.com,555-02390,Calgary,AB,driver,2024-01-24,True
2391,Lucas,Wilson,user2391@example.com,555-02391,Calgary,AB,driver,2025-01-19,True
2392,Zoe,Patel,user2392@example.com,555-02392,Vancouver,BC,driver,2024-04-09,True
2393,Liam,Garcia,user2393@example.com,555-02393,Vancouver,BC,driver,2024-07-01,True
2394,Zoe,Lee,user2394@example.com,555-02394,Montreal,QC,driver,2024-08-10,True
2395,Ethan,Lee,user2395@example.com,555-02395,Calgary,AB,driver,2025-10-07,True
2396,Zoe,Wilson,user2396@example.com,555-02396,Calgary,AB,driver,2025-02-17,True
2397,Emma,Clark,user2397@example.com,555-02397,Montreal,QC,driver,2024-06-09,True
2398,Zoe,Garcia,user2398@example.com,555-02398,Vancouver,BC,driver,2024-01-04,True
2399,Lucas,Brown,user2399@example.com,555-02399,Calgary,AB,driver,2025-11-30,True
2400,Zoe,Martin,user2400@example.com,555-02400,Montreal,QC,driver,2025-02-24,True
2401,Noah,Brown,user2401@example.com,555-02401,Toronto,ON,driver,2025-09-16,True
2402,Zoe,Smith,user2402@example.com,555-02402,Toronto,ON,driver,2024-11-28,True
2403,Lucas,Patel,user2403@example.com,555-02403,Vancouver,BC,driver,2025-01-14,False
2404,Noah,Brown,user2404@example.com,555-02404,Montreal,QC,driver,2025-04-13,True
2405,Mia,Clark,user2405@example.com,555-02405,Vancouver,BC,driver,2025-12-30,True
2406,Mia,Garcia,user2406@example.com,555-02406,Calgary,AB,driver,2024-03-07,True
2407,Lucas,Clark,user2407@example.com,555-02407,Vancouver,BC,driver,2024-09-07,True
2408,Noah,Brown,user2408@example.com,555-02408,Montreal,QC,driver,2025-04-17,True
2409,Ethan,Brown,user2409@example.com,555-02409,Toronto,ON,driver,2024-09-07,True
2410,Ava,Smith,user2410@example.com,555-02410,Toronto,ON,driver,2025-11-29,True
2411,Zoe,Patel,user2411@example.com,555-02411,Montreal,QC,driver,2025-03-03,True
2412,Ava,Clark,user2412@example.com,555-02412,Toronto,ON,driver,2025-05-07,True
2413,Emma,Martin,user2413@example.com,555-02413,Toronto,ON,driver,2024-02-10,True
2414,Zoe,Patel,user2414@example.com,555-02414,Montreal,QC,driver,2024-04-16,True
2415,Liam,Brown,user2415@example.com,555-02415,Calgary,AB,driver,2025-01-10,True
2416,Mia,Wilson,user2416@example.com,555-02416,Calgary,AB,driver,2025-05-09,True
2417,Ethan,Patel,user2417@example.com,555-02417,Toronto,ON,driver,2025-04-14,True
2418,Noah,Garcia,user2418@example.com,555-02418,Montreal,QC,driver,2024-12-16,True
2419,Ethan,Clark,user2419@example.com,555-02419,Montreal,QC,driver,2025-12-17,True
2420,Ava,Brown,user2420@example.com,555-02420,Calgary,AB,driver,2024-05-31,True
2421,Noah,Lee,user2421@example.com,555-02421,Toronto,ON,driver,2025-07-31,True
2422,Emma,Brown,user2422@example.com,555-02422,Calgary,AB,driver,2025-08-04,True
2423,Lucas,Garcia,user2423@example.com,555-02423,Montreal,QC,driver,2024-06-07,True
2424,Mia,Garcia,user2424@example.com,555-02424,Vancouver,BC,driver,2025-01-28,True
2425,Ava,Wilson,user2425@example.com,555-02425,Vancouver,BC,driver,2025-08-20,True
2426,Emma,Lee,user2426@example.com,555-02426,Toronto,ON,driver,2025-06-04,True
2427,Lucas,Brown,user2427@example.com,555-02427,Montreal,QC,driver,2024-12-18,True
2428,Ethan,Martin,user2428@example.com,555-02428,Calgary,AB,driver,2025-05-11,True
2429,Mia,Clark,user2429@example.com,555-02429,Montreal,QC,driver,2025-01-23,False
2430,Ethan,Wilson,user2430@example.com,555-02430,Toronto,ON,driver,2024-11-12,True
2431,Emma,Patel,user2431@example.com,555-02431,Vancouver,BC,driver,2025-10-27,True
2432,Lucas,Smith,user2432@example.com,555-02432,Montreal,QC,driver,2025-06-20,True
2433,Ethan,Smith,user2433@example.com,555-02433,Vancouver,BC,driver,2025-02-12,True
2434,Liam,Garcia,user2434@example.com,555-02434,Calgary,AB,driver,2025-07-20,True
2435,Ava,Clark,user2435@example.com,555-02435,Toronto,ON,driver,2025-08-03,True
2436,Emma,Brown,user2436@example.com,555-02436,Vancouver,BC,driver,2025-12-07,True
2437,Noah,Clark,user2437@example.com,555-02437,Vancouver,BC,driver,2024-06-30,False
2438,Emma,Patel,user2438@example.com,555-02438,Calgary,AB,driver,2024-07-13,True
2439,Mia,Garcia,user2439@example.com,555-02439,Toronto,ON,driver,2024-03-03,True
2440,Lucas,Clark,user2440@example.com,555-02440,Vancouver,BC,driver,2024-04-10,True
2441,Ethan,Patel,user2441@example.com,555-02441,Toronto,ON,driver,2024-07-20,True
2442,Liam,Clark,user2442@example.com,555-02442,Montreal,QC,driver,2024-07-21,True
2443,Lucas,Garcia,user2443@example.com,555-02443,Vancouver,BC,driver,2025-08-05,False
2444,Liam,Clark,user2444@example.com,555-02444,Montreal,QC,driver,2025-10-20,True
2445,Ava,Garcia,user2445@example.com,555-02445,Montreal,QC,driver,2025-02-20,True
2446,Mia,Lee,user2446@example.com,555-02446,Montreal,QC,driver,2025-06-03,True
2447,Emma,Garcia,user2447@example.com,555-02447,Calgary,AB,driver,2025-06-28,True
2448,Emma,Clark,user2448@example.com,555-02448,Calgary,AB,driver,2024-04-24,True
2449,Lucas,Smith,user2449@example.com,555-02449,Vancouver,BC,driver,2024-11-22,True
2450,Lucas,Brown,user2450@example.com,555-02450,Montreal,QC,driver,2024-07-02,True
2451,Emma,Patel,user2451@example.com,555-02451,Montreal,QC,driver,2025-03-29,True
2452,Noah,Patel,user2452@example.com,555-02452,Vancouver,BC,driver,2024-08-25,True
2453,Ethan,Clark,user2453@example.com,555-02453,Calgary,AB,driver,2024-04-15,True
2454,Mia,Lee,user2454@example.com,555-02454,Vancouver,BC,driver,2024-06-09,True
2455,Mia,Brown,user2455@example.com,555-02455,Montreal,QC,driver,2025-09-16,True
2456,Lucas,Martin,user2456@example.com,555-02456,Calgary,AB,driver,2024-10-02,True
2457,Lucas,Garcia,user2457@example.com,555-02457,Calgary,AB,driver,2025-01-14,True
2458,Ethan,Lee,user2458@example.com,555-02458,Calgary,AB,driver,2025-04-05,True
2459,Zoe,Smith,user2459@example.com,555-02459,Montreal,QC,driver,2025-02-17,True
2460,Ethan,Brown,user2460@example.com,555-02460,Montreal,QC,driver,2025-04-12,True
2461,Noah,Wilson,user2461@example.com,555-02461,Toronto,ON,driver,2025-11-08,True
2462,Ethan,Smith,user2462@example.com,555-02462,Calgary,AB,driver,2024-11-25,True
2463,Ethan,Wilson,user2463@example.com,555-02463,Montreal,QC,driver,2024-08-08,True
2464,Emma,Patel,user2464@example.com,555-02464,Montreal,QC,driver,2024-03-17,True
2465,Lucas,Clark,user2465@example.com,555-02465,Calgary,AB,driver,2024-02-17,True
2466,Lucas,Wilson,user2466@example.com,555-02466,Montreal,QC,driver,2024-10-13,True
2467,Ava,Patel,user2467@example.com,555-02467,Montreal,QC,driver,2024-02-27,True
2468,Ethan,Clark,user2468@example.com,555-02468,Calgary,AB,driver,2024-10-18,True
2469,Liam,Lee,user2469@example.com,555-02469,Vancouver,BC,driver,2025-02-27,True
2470,Emma,Wilson,user2470@example.com,555-02470,Vancouver,BC,driver,2025-07-29,True
2471,Ethan,Garcia,user2471@example.com,555-02471,Vancouver,BC,driver,2025-07-24,True
2472,Ava,Brown,user2472@example.com,555-02472,Calgary,AB,driver,2024-03-10,True
2473,Ethan,Clark,user2473@example.com,555-02473,Calgary,AB,driver,2024-08-07,True
2474,Noah,Clark,user2474@example.com,555-02474,Montreal,QC,driver,2025-01-05,True
2475,Emma,Smith,user2475@example.com,555-02475,Calgary,AB,driver,2024-05-23,True
2476,Zoe,Martin,user2476@example.com,555-02476,Montreal,QC,driver,2025-05-13,True
2477,Ethan,Smith,user2477@example.com,555-02477,Toronto,ON,driver,2025-08-02,True
2478,Ethan,Clark,user2478@example.com,555-02478,Toronto,ON,driver,2024-10-16,True
2479,Liam,Patel,user2479@example.com,555-02479,Toronto,ON,driver,2025-07-25,True
2480,Liam,Clark,user2480@example.com,555-02480,Vancouver,BC,driver,2025-09-16,True
2481,Liam,Martin,user2481@example.com,555-02481,Vancouver,BC,driver,2024-10-10,True
2482,Ethan,Patel,user2482@example.com,555-02482,Vancouver,BC,driver,2024-07-05,True
2483,Lucas,Martin,user2483@example.com,555-02483,Calgary,AB,driver,2024-01-22,True
2484,Ava,Martin,user2484@example.com,555-02484,Calgary,AB,driver,2024-01-20,False
2485,Zoe,Brown,user2485@example.com,555-02485,Calgary,AB,driver,2024-09-22,True
2486,Lucas,Wilson,user2486@example.com,555-02486,Calgary,AB,driver,2025-08-11,True
2487,Noah,Brown,user2487@example.com,555-02487,Vancouver,BC,driver,2024-07-30,True
2488,Ava,Smith,user2488@example.com,555-02488,Toronto,ON,driver,2024-05-10,True
2489,Ethan,Lee,user2489@example.com,555-02489,Toronto,ON,driver,2024-08-23,True
2490,Emma,Brown,user2490@example.com,555-02490,Vancouver,BC,driver,2025-03-10,True
2491,Noah,Lee,user2491@example.com,555-02491,Vancouver,BC,driver,2024-01-28,True
2492,Liam,Martin,user2492@example.com,555-02492,Montreal,QC,driver,2024-01-27,True
2493,Zoe,Smith,user2493@example.com,555-02493,Vancouver,BC,driver,2025-04-02,True
2494,Noah,Martin,user2494@example.com,555-02494,Vancouver,BC,driver,2025-08-27,True
2495,Mia,Patel,user2495@example.com,555-02495,Toronto,ON,driver,2024-06-15,True
2496,Lucas,Lee,user2496@example.com,555-02496,Toronto,ON,driver,2024-11-20,True
2497,Liam,Lee,user2497@example.com,555-02497,Vancouver,BC,driver,2025-05-04,True
2498,Lucas,Smith,user2498@example.com,555-02498,Toronto,ON,driver,2024-01-08,True
